Tên sản phẩm,Mã sản phẩm,Mã giảm giá,Mức giảm tối thiểu,Mức giảm tối đa,Phương thức thanh toán nhận khuyến mãi,Price,Old Price,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Bình luận
CASIO,LWS2200H1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1090000,1677000,24.0,Nữ,37.6,11.9,Pin,10.0,Nhựa,Nhật Bản,Chất lượng đẹp sài ok
CASIO,LTP1129G7BRDF,VNPAYTGDD4,50000,100000,VNPAY-QR,917000,1411000,36.0,Nữ,27.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Mới mua từ hồi tháng 2 đến nay k chạy nữa, sản phẩm quá tệ, mất uy tín"
NAKZEN,SS9297G7,VNPAYTGDD4,50000,100000,VNPAY-QR,910000,1820000,24.0,Nam,42.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Lên tay cực đẹp ok
CASIO,LTP1128G7BRDF,VNPAYTGDD4,50000,100000,VNPAY-QR,917000,1411000,36.0,Nữ,27.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,sản phẩm mới mua về dùng đã bị vào nước.bảo hành rồi lại vẫn bị.chống nước mà thành sợ nước
Q&Q,S392J212Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,979000,36.0,Nam,40.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Tốt. Cứng cáp, được thay pin trọn đời. Cảm on Shop."
EDIFICE CASIO,EFV570D1AVUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2707000,3610000,24.0,Nam,42.0,11.5,Pin,10.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp như trong hình, chi tiết đẹp xuất sắc, chạy đúng giờ, chính hãng, nv giao hàng lịch sự ,giao hàng nha, nói chung quá tốt"
ORIENT Bambino,FAC00007W0,VNPAYTGDD4,50000,100000,VNPAY-QR,5210000,8500000,N/A,Nam,40.0,11.7,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,Rất đẹp mà đang trọng
ORIENT Bambino,RAAG0001S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,7020000,9360000,N/A,Nam,40.0,12.5,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ hiện tại tôi đang sử dụng tốt OK
TITAN Regalia Baron,1627KM01,VNPAYTGDD4,50000,100000,VNPAY-QR,1850000,3700000,18.0,Nam,43.0,11.0,Pin,5.0,Kính khoáng Mineral,Ấn Độ,Đồng hồ đẹp
CITIZEN,BI500681L,VNPAYTGDD4,50000,100000,VNPAY-QR,3288000,4385000,24.0,Nam,39.0,N/A,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Mua đồng hồ Citizen BI500681L ngày 08012023 tại TTDD đến hôm nay ngày 14022024 là hơn 1 tháng thì đồng hồ dừng hoạt động. Với phần mô tả pin đồng hồ có thể chạy được khoảng 2 năm có đúng sự thât hay chỉ là quảng cáo lố lăng. Chưa kể chất lượng hồ như thế nào mà mới dùng được hơn 1 tháng, nhờ nhân viên thay pin đồng hồ cũng phải gửi về hãng 1520 ngày mới trả lại đồng hồ, như vậy có phải làm tốn quá nhiều thời gian của khách hàng không"
MVW,MS02201,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,40.0,11.0,Pin,5.0,Kính Sapphire,Việt Nam,"Máy trước tiên nhìn đẹp, ngoại hình ổn chắc chắn chưa có chỗ chê. Nhưng hơi thất vọng vì vừa ra cửa hàng nhận đồng hồ chưa được đeo đã phải đem đi bảo hành do hết pin mất tận 15 ngày trời chờ đợi.Nhưng nhân viên 10 điểm hỗ trợ nhiệt tình"
Q&Q,VQ94J001Y,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,490000,36.0,Unisex,37.0,9.5,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,"Sản phẩm ok đẹp,đi mưa rửa tay ok,nam tay nhỏ đeo hợp.mua bên tgdd cái này nữa gần 10 cái rùi..tốn xiền quá.."
ELIO,EL02301,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,12.0,Nam,39.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Hàng ok nek.
SMILE KID,SL01802,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,250000,24.0,Trẻ em,30.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Đồng hồ rẻ tiền mà chất lượng
MVW,ML04001,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,44.0,9.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,tốt và đẹp
CITIZEN,BH500300L,VNPAYTGDD4,50000,100000,VNPAY-QR,2988000,3985000,24.0,Nam,42.0,8.3,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Mới mua chưa thấy sai số gì sản phẩm đẹp
SMILE KID,SL05901,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,350000,18.0,Trẻ em,40.0,16.0,Pin,5.0,Nhựa Resin,Việt Nam,Rất tốt
ORIENT Sun & Moon,RAAS0103A10B,VNPAYTGDD4,50000,100000,VNPAY-QR,7884000,12130000,N/A,Nam,41.5,12.0,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,"Đẹp, sang, nên mua nhe các bạn."
MVW,ML03501,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,1290000,36.0,Nam,40.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,"mình đã mua ở tgdd vài cái r , bền ,đẹp ,giá rẻ"
ELIO,EL06102,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,990000,36.0,Nữ,29.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ rất tuyệt vời
MVW,MS05601,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,43.0,11.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Đồng hồ đẹp rất ổn định. Xứng đáng với số tiền
ELIO,EL07302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,33.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Ok tốt
ELIO,EL07601,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,36.0,Nam,39.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Dùng tốt con mình rất thích
ELIO,EL06601,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,36.0,Nam,40.0,7.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Hơi bị sock là ngày đầu tiên mình phải ra thay pin mới.
Các bạn nhớ kt hàng hóa trước nhé."
SMILE KID,SL04701,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,thấy cũng tàm tạm
NAKZEN,SL4043GREBN6N0,VNPAYTGDD4,50000,100000,VNPAY-QR,539000,1078000,24.0,Nam,40.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm rất ok ạ
SMILE KID,SL04401,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Hàng tốt pé mình ưng lắm
SMILE KID,SL03401,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,24.0,Trẻ em,27.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Dồng hồ đẹp lắm ạ
NAKZEN,SS4010GTR1NO,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,24.0,Nam,40.0,9.0,Pin,3.0,Kính Sapphire,Nhật Bản,May ok
Q&Q,S397J201Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,31.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Ok
Q&Q,S398J001Y,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,36.0,Nam,40.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Hàng đẹp , tốt , chất lượng"
NAKZEN,SL4043GBK1,VNPAYTGDD4,50000,100000,VNPAY-QR,539000,1078000,24.0,Nam,40.0,8.0,Pin,3.0,Kính Sapphire,Nhật Bản,Ko dùng là ngày tháng nó ko nhảy
CASIO,LRW200H2BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,610000,939000,36.0,Nữ,33.0,12.0,Pin,10.0,Nhựa,Nhật Bản,Đồng hồ chạy bị trể giờ chỉnh đúng rồi qua mấy ngày lại bị trể.
CASIO,LQ142E1ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,349000,499000,36.0,Nữ,22.4,7.8,Pin,3.0,Nhựa,Nhật Bản,Xinh rẻ mua áp mã Km có 190k. Mà chỉ hợp tay ai nhỏ nhé.
MVW Sport,ML07101,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1950000,24.0,Nam,41.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Tốt đẹp
MVW,MS08602,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,2490000,18.0,Nam,43.0,9.6,Pin,5.0,Kính khoáng Mineral,Việt Nam,Mua 2_3thang roi thấy tốt  đó lâu  dài  ko biết sau
CASIO,MTPVT01GL1B2UDF,VNPAYTGDD4,50000,100000,VNPAY-QR,962000,1283000,36.0,Nam,40.0,8.2,Pin,1.0,Kính khoáng Mineral,Nhật Bản,Rất hài lòng về sản phẩm
Q&Q,S392J010Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,40.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đẹp lắm luôn mn ơi
CASIO,LTPV006GL9BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,673000,1036000,24.0,Nữ,25.0,9.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Vk thick là tốt.
CASIO,LTPV007SG9EUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,741000,1140000,24.0,Nữ,22.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Nhỏ gọn, tinh tế, sang trọng"
ORIENT Bambino,RAAP0004S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,6877000,9170000,N/A,Nam,40.5,N/A,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,mặt kính chống xước mà m mới dùng 1 tuần đã xước rồi là sao ạ
CITIZEN,BI104122L,VNPAYTGDD4,50000,100000,VNPAY-QR,2119000,3260000,24.0,Nam,42.0,10.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,Dùng 3 ngày thì đứt dây. Sản phẩm đã vị thay pin. Gọi khiếu nại đổi hàng từ 11.7 đến 22.7 vẫn chưa được giải quyết thỏa đáng. Tgdd bán hàng thay pin mà không báo cho khách. Làm ăn rất tệ
CASIO,W215H2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,621000,829000,84.0,Nam,41.0,11.2,Pin,5.0,Nhựa,Nhật Bản,Rất tốt
ORIENT Bambino,FAC08004D0,VNPAYTGDD4,50000,100000,VNPAY-QR,4990000,7920000,N/A,Nam,42.0,12.0,Cơ tự động,3.0,Kính khoáng Mineral,Nhật Bản,"Đẹp ,sang , chạy ok"
EDIFICE CASIO,EFVC110L1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2707000,3610000,36.0,Nam,46.9,13.7,Pin,10.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm tốt nhân viên nhiệt tình
ORIENT,RAAR0003L10B,VNPAYTGDD4,50000,100000,VNPAY-QR,8235000,10980000,N/A,Nam,40.5,11.3,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,Mua thế giới di động dk 2thang nay khi mua giảm giá hơn 6tr giờ tăng lên hơn 8tr thế lời dk 2tr oy
CASIO,LTPV004G7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,944000,1453000,36.0,Nữ,30.2,N/A,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đẹp sang trọng, bền bỉ"
CASIO,LTP1094Q1ARDF,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,994000,18.0,Nữ,23.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Giao hàng nhanh , đẹp , nhân viên nhiệt tình , mặt dù đt mất sóng mạng nhưng bên nhân viên vẫn hỗ trợ , shiper khá thân thiện dễ thương , chắc chắn se quay lại! Cảm ơn"
CASIO,MQ767A1LDF,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,509000,24.0,Nam,35.0,8.0,Pin,3.0,Nhựa,Nhật Bản,Kiểu dáng đẹp như hình mẫu
CASIO,LTP1094Q7B8RDF,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,994000,36.0,Nữ,23.0,7.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đẹp, nhỏ xinh lắm mọi người, đeo lên tay siêu sang. Hơi nhỏ hơn tưởng tượng xíu nhưng vẫn xinh lắm.hehe"
CASIO,LTP1215A2ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,780000,1201000,36.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ ok
CASIO,LTPV002GL1BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,889000,36.0,Nữ,25.0,9.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Phù hợp về thẩm mỹ và kinh tế cá nhân mình
CASIO,LTP1165A4CDF,VNPAYTGDD4,50000,100000,VNPAY-QR,935000,1439000,36.0,Nữ,21.4,8.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ đẹp
CASIO,WS1700H1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1379000,120.0,Nam,48.6,15.2,Pin,10.0,Nhựa,Nhật Bản,Đồng hồ thời trang vừa thể thao mẫu mới năm 2024 đeo lên rất đẹp giờ chạy rất chính xác cảm ơn điện máy xanh bán hàng chính hãng nhân viên rất nhiệt tình
ELIO Set quà,ES16101,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,24.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đẹp
EDIFICE CASIO,ECB950MP1ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,5286000,7048000,18.0,Nam,48.0,13.9,Ánh sáng,10.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Galaxy,MSA09302S2,VNPAYTGDD4,50000,100000,VNPAY-QR,2010000,3490000,N/A,Nam,43.0,15.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,N/A
CASIO,MTPB145D2A1VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1694000,2259000,36.0,Nam,35.0,7.4,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW Star Automatic,MSA10202,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,41.0,11.4,Cơ tự động,5.0,Kính Sapphire,Việt Nam,N/A
MVW Sport,MSC00301,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,1990000,24.0,Nam,44.0,13.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,Ok
MVW Galaxy,MSCA00202S3,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3490000,N/A,Nam,44.0,14.5,Cơ tự động,5.0,Kính Sapphire,Việt Nam,N/A
MVW Galaxy,MSCA00204S3,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3490000,N/A,Nam,41.5,13.6,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Rất đẹp buổi đêm kim cũng dễ thấy nữa ưng ý
ELIO,ES11802,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,34.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đong ho ck nc nc là ok
ELIO Set quà,ES15901,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,24.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ đẹp, đúng như mô tả. Giao hàng nhanh."
Q&Q,G15A003VY,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,690000,24.0,Nữ,40.5,14.5,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,N/A
MVW Galaxy,MLA08401S2,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3990000,N/A,Nam,41.0,12.55,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Đẹp vừa tay
ELIO,ES12202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,29.5,10.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Da tốt mà con đẹp nữa ạ
ELIO,ES11601,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,1090000,24.0,Nữ,31.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Sản phẩm tốt,đẹp, bóng sáng.Cùng đội tư vấn nhiệt tình  vui vẻ."
ELIO Flower,ES12001,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,1090000,24.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tư vấn nhiệt tình
ELIO,EL10301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,28.0,9.1,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sp tốt. Đeo lên tay màu rất đẹp. Phù hợp cho con gái có tay nhỏ
ELIO Flower,ES11201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,33.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Chốt để nới chỉnh dây quá khó để mở
SMILE KID,SL08804,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,380000,12.0,Trẻ em,44.0,14.0,Pin,5.0,Nhựa PMMA,Việt Nam,sản phẩm tốt
ELIO,EC00602,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,33.0,7.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,Rất ưng ý
ELIO,EC00201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,42.0,9.2,Pin,3.0,Kính khoáng Mineral,Việt Nam,Chưa sử dụng mua về mặt đồng hồ trầy rồi
ELIO Nàng Thơ,EC00202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,30.0,8.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hô rất đẹp
ORIENT,RAAC0J09L10B,VNPAYTGDD4,50000,100000,VNPAY-QR,5490000,9450000,N/A,Nam,42.4,11.2,Cơ tự động,5.0,Kính khoáng Mineral,Nhật Bản,Chat luong va mau ma dep.
ELIO Xmas,ES093,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,21.0,8.4,Pin,3.0,Kính khoáng Mineral,Việt Nam,Rất thích
CITIZEN,BE917307X,VNPAYTGDD4,50000,100000,VNPAY-QR,2697000,4150000,24.0,Nam,39.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đưa cho đồng hồ hỏng
CITIZEN,BI105081E,VNPAYTGDD4,50000,100000,VNPAY-QR,2613000,3485000,24.0,Nam,39.9,8.9,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Cũng tạm ổn . Trừ 1 cái hộp hơi xấu
CITIZEN,AR111312A,VNPAYTGDD4,50000,100000,VNPAY-QR,6397000,8530000,0.0,Nam,39.0,5.0,Ánh sáng,3.0,Kính Sapphire,Nhật Bản,"Dây da nhanh hỏng quá, mà đi tìm mua dây mới khó vì là dây 20mm thu về 18mm. Dùng dây 20mm thì phải thay khóa cài, dùng dây 18mm không phải thay khóa cài thì lại hụt phần trên"
CITIZEN,EL304381X,VNPAYTGDD4,50000,100000,VNPAY-QR,2678000,4120000,24.0,Nữ,31.5,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"tui mua đồng hồ hôm 306 tặng sinh nhật bạn. hôm đó thấy kim không chạy có hỏi NV, họ nói đồng hồ mời cần chỉnh mới chạy giờ. tui ok, nói là để tặng bạn r bạn chỉnh. ngày 137 tui tặng bạn rùi cũng mở ra chỉnh nhưng kim không chạy. ngày 147 đem ra tgdd, cửa hàng báo gởi hãng thay pin... rồi tui hỏi sao đồng hồ mới lại hết pin bạn cũng trả lời sơ sơ tui cảm thấy k hài lòng. rồi là hàng giảm giá nên hết pin hay là hàng trưng bày chạy hết pin r giao cho khách hay sao vậy tgdd ơi"
BABYG,BGD565SJ7DR,VNPAYTGDD4,50000,100000,VNPAY-QR,1932000,2973000,36.0,Nữ,37.9,11.3,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,Q55B003PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,22.0,7.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,G17A002JY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,690000,24.0,Unisex,34.0,8.4,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,N/A
Q&Q,C07A007PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,790000,24.0,Nữ,28.0,7.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,F07A002PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,22.0,7.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,G17A001JY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,690000,24.0,Unisex,34.0,8.4,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,N/A
Q&Q,F11A001PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,30.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
CITIZEN Mechanical,NH835083A,VNPAYTGDD4,50000,100000,VNPAY-QR,4638000,6185000,N/A,Nam,40.0,11.0,Cơ tự động,5.0,Kính khoáng Mineral,Nhật Bản,đồng hồ chạy hơi nhanh hay phải chỉnh lại nhưng tầm gần 2 ngày lại lệch thì làm thế nào
Q&Q,Q56B003PY,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,690000,24.0,Nam,40.0,7.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,C22A001VY,VNPAYTGDD4,50000,100000,VNPAY-QR,420000,1190000,24.0,Nam,44.0,9.6,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,A11A002PY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nam,42.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Rất đẹp và sang trọng.
MVW UT,ML07801,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,40.0,7.4,Pin,5.0,Kính khoáng Mineral,Việt Nam,Good
CITIZEN Tsuyosa,NJ015188M,VNPAYTGDD4,50000,100000,VNPAY-QR,9363000,12485000,N/A,Nam,40.0,11.7,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,mẫu này màu sắc rất đẹp trẻ trungnhân viên hỗ trợ nhiệt tình vote 5 sao
CITIZEN Sunshine and Luna,NH913084L,VNPAYTGDD4,50000,100000,VNPAY-QR,7563000,10085000,N/A,Nam,40.0,10.7,Cơ tự động,5.0,Kính Sapphire,Nhật Bản,"Đẹp nha, sai số chấp nhận được, mỗi tội dây dễ bị xước"
EDIFICE CASIO,EFV640L2AVUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2707000,3610000,24.0,Nam,44.3,10.8,Pin,10.0,Kính khoáng Mineral,Nhật Bản,Tuyệt vời
MVW Star Automatic,MSA00301N,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,41.5,12.0,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Sài kỹ vẫn không bền
ORIENT Contemporary,RAAC0E07S10B,VNPAYTGDD4,50000,100000,VNPAY-QR,4800000,6400000,N/A,Nam,40.0,13.0,Cơ tự động,10.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,MTPM300D7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2684000,3579000,36.0,Nam,40.0,9.3,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đồng hồ dùng rất tốt. Nhân viên phục vụ nhiệt tình cởi mở
MVW,MS06701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1990000,24.0,Nam,40.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Theo như nhà sản xuất ghi mặt sau thì máy này là dùng bộ máy của Thụy sỹ không phải máy của Nhật
MVW,ML05103,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,43.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,"Lịch ngày không chuẩn lắm. Chỉnh lúc 6h sáng. Chưa hết ngày đã nhảy ngày khác. Chỉnh lúc 0 giờ, đến trưa lại nhảy ngày khác...."
MVW,MS07401,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2350000,24.0,Nam,42.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,Đẹp. Ổn. Ok. K biết chống nước có tốt k thôi .
MVW,ML04701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,42.0,11.0,Pin,5.0,Kính Sapphire,Việt Nam,Giao hàng nhiệt tình mặc dù trời mưa tầm tả vẫn cố gắng giáo cho mình hướng dẫn cách bấm giờ chỉnh giờ cho khách OK nhéSản phẩm mới nhận đc 1 ngày nên đánh giá bán đầu là ĐẸP SANG chức năng bấm giờ Chronograph chạy mượt nhé.
MVW,ML05201,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1290000,24.0,Nam,40.0,9.0,Pin,5.0,Kính Sapphire,Việt Nam,"Chống nước kém, mới mua được 1 tháng đã đọng hơi nước rồi"
FOSSIL,FS5724,VNPAYTGDD4,50000,100000,VNPAY-QR,2445000,4890000,24.0,Nam,46.0,14.0,Pin,10.0,Kính khoáng Mineral,Mỹ,đồng hồ vừa mua tại ch đã hết pin xog thay pin tại ch r về nhà đúng 1 tuần thì máy lại ko chạy tưởg hết pin đem ra tgdd ktra thay pin lần 2 vẫn ko chạy báo là lỗi đem đi bảo hành trog khi chưa xài mình mua là mua hàng mới ko mua cũ giờ bị lỗi đem đi bh rồi thợ ngta bung máy tháo seal ra hết trog khi chưa xài mà ko cho 1 đổi 1 hay hoàn tiền là saocho dù mấy ac có sửa được đi nữa nhưg nó có còn là hàng mới nữa hay ko chưa xài nhưg đã bị tháo bung máy r thì giờ có đeo đi nữa thì cái cảm giác nó ko như lúc đầubỏ ra 1 số tiền để mua 1 cái đồng hồ hư thực sự rất bức xúc đã mua cả chục cái tại tgdd nhưg lần này thực sự tệ
ORIENT Star,REAV0124G00B,VNPAYTGDD4,50000,100000,VNPAY-QR,20302000,27070000,N/A,Nam,41.0,12.0,Cơ tự động,10.0,Kính Sapphire,Nhật Bản,N/A
CITIZEN,BH500059A,VNPAYTGDD4,50000,100000,VNPAY-QR,2763000,3685000,24.0,Nam,41.0,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Tốt
MVW,ML05001,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2290000,24.0,Nam,43.0,11.0,Pin,5.0,Kính Sapphire,Việt Nam,"Sản phẩm tốt, nhìn rất sang trọng và rẻ trong tầm giá"
